Linie;KM;Abkuerzung Bahnhof;Haltestellen Name;Perrontyp;Perron Nummer;Kundengleisnummer;Perronkantenlänge;Perronkantenhöhe;Bemerkung Höhe;Hilfstritt;Höhenverlauf;Material;Bemerkung Material;Kantenart;Bemerkung Kantenkrone;Auftritt;GO_IPID;Didok-Nummer;IPID;FID;1_koord;2_koord;BPUIC;lod
210;75.125;NE;Neuchatel;Mittelperron;4/5;4;100.54;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;2205288;4221;12914598;275532667;46.996258073, 6.93354144751;46.99666343087134, 6.934722993801911;8504221;http://lod.opentransportdata.swiss/didok/8504221
736;58.789;NOU;Nieder- und Oberurnen;Hilfskante;3;3;169.7;P 35;P37(P20+17cm Hilfstritt);vorhanden;konstant;Fertigelement;;Andere;Metal;Kein;1794139;3226;1794136;35359641;47.1234537351, 9.06239256111;47.12193540289863, 9.062622970439554;8503226;http://lod.opentransportdata.swiss/didok/8503226
736;58.958;NOU;Nieder- und Oberurnen;Hilfskante;3;3;25.66;P 20;;nicht vorhanden;konstant;Fertigelement;;Naturstein;;Kein;1794139;3226;4381231;35373208;47.1219354029, 9.06262297044;47.121705798995634, 9.062657130457676;8503226;http://lod.opentransportdata.swiss/didok/8503226
760;15.061;NG;Niederglatt ZH;Mittelperron;5/6;6;316.48;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;964021;3313;14541538;250069674;47.48574917, 8.50267300918;47.48838781584779, 8.504241751321373;8503313;http://lod.opentransportdata.swiss/didok/8503313
250;90.994;NWA;Niederwangen;Aussenperron;2;2;25.92;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1551271;4105;4613740;35356031;46.9252976592, 7.37590564183;46.9254510169973, 7.376161925504295;8504105;http://lod.opentransportdata.swiss/didok/8504105
150;38.683;NY;Nyon;Hausperron;1;1;74.28;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;Pose sur ancien quai;Kein;2237432;1030;2237427;35315430;46.3833655966, 6.23463728243;46.38285028552425, 6.234022694663144;8501030;http://lod.opentransportdata.swiss/didok/8501030
150;38.664;NY;Nyon;Mittelperron;2/3;3;16.2;<=P20;;nicht vorhanden;Karrenueberfahrten;Ortsbeton;;Naturstein;;Kein;2237439;1030;16847335;262916722;46.3835567908, 6.23468177406;46.38343886534691, 6.234561124821425;8501030;http://lod.opentransportdata.swiss/didok/8501030
840;73.149;OA;Oberaach;Aussenperron;2;1;120.15;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;2382135;6108;2382132;35369223;47.5533800599, 9.27018682429;47.553236550014056, 9.271768880647244;8506108;http://lod.opentransportdata.swiss/didok/8506108
760;12.962;OGL;Oberglatt ZH;Mittelperron;2/3;2;319.92;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;964050;3312;14518210;262917680;47.4689654438, 8.51141531076;47.47147490200814, 8.509339514282976;8503312;http://lod.opentransportdata.swiss/didok/8503312
880;35.159;ORT;Oberriet SG;Aussenperron;2;2;170.18;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;4684232;9400;4684229;139507403;47.3220173939, 9.57139238555;47.32353949172177, 9.571630752541637;8509400;http://lod.opentransportdata.swiss/didok/8509400
250;89.316;OWA;Oberwangen;Aussenperron;1;1;48.0;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1464881;4117;4737327;135193257;46.9140710223, 7.36206213807;46.91366623198198, 7.361842845261234;8504117;http://lod.opentransportdata.swiss/didok/8504117
842;29.784;OWT;Oberwinterthur;Hilfskante;2;;271.35;P 20;;nicht vorhanden;konstant;Fertigelement;;Andere;;Kein;430202;6016;430209;35353906;47.5088052598, 8.76133674643;47.50669898566863, 8.759518115150726;8506016;http://lod.opentransportdata.swiss/didok/8506016
503;39.102;OL;Olten;Aussenperron;1;;14.08;<=P20;;nicht vorhanden;Karrenueberfahrten;Ortsbeton;;Beton;;Kein;1287130;218;19894383;321589608;47.3536654532, 7.90774095462;47.35355084311379, 7.9076617517503545;8500218;http://lod.opentransportdata.swiss/didok/8500218
503;39.123;OL;Olten;Mittelperron;4/7;4;369.72;P 55;;nicht vorhanden;konstant;Andere;;Andere;;Kein;1345085;218;4321374;35356936;47.3534252243, 7.90791932369;47.35015256329939, 7.907462917355534;8500218;http://lod.opentransportdata.swiss/didok/8500218
500;38.915;OL;Olten;Mittelperron;10/11;11;25.73;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1345153;218;16770410;260950230;47.3542944564, 7.90865513013;47.3545204219108, 7.908728778310829;8500218;http://lod.opentransportdata.swiss/didok/8500218
210;47.447;ONB;Onnens-Bonvillars;Dienstperron;2;;76.23;P 30;;nicht vorhanden;konstant;Ortsbeton;;Beton;Beton coule sur place;Kein;1633577;4202;1633575;35369838;46.8324330949, 6.68950440872;46.832820650750726, 6.690328431275944;8504202;http://lod.opentransportdata.swiss/didok/8504202
250;24.369;OR;Oron;Hausperron;1;1;73.34;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1798008;4020;1797993;35346894;46.5725123293, 6.83717623368;46.573133634603515, 6.837496941302242;8504020;http://lod.opentransportdata.swiss/didok/8504020
821;19.395;OSS;Ossingen;Hilfskante;3;3;153.39;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1227140;6023;1227138;35361287;47.6147138728, 8.72309617135;47.614721959381484, 8.725136277230773;8506023;http://lod.opentransportdata.swiss/didok/8506023
290;110.655;OST;Ostermundigen;Mittelperron;2/3;2;65.46;P 35;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;1465330;7002;17623715;278852770;46.9578007892, 7.48142791434;46.95722158786179, 7.48158302546796;8507002;http://lod.opentransportdata.swiss/didok/8507002
703;36.337;OF;Otelfingen;Aussenperron;2;2;219.95;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;3838247;3528;3838244;35314074;47.4554425039, 8.38988763329;47.45464435026102, 8.387218913299577;8503528;http://lod.opentransportdata.swiss/didok/8503528
647;8.84;OTH;Othmarsingen;Mittelperron;4/5;4;220.24;P 55;;nicht vorhanden;konstant;;;;;;10759714;2105;10759743;175741180;47.4068506769, 8.21337692516;47.40818983926396, 8.21552709896268;8502105;http://lod.opentransportdata.swiss/didok/8502105
251;23.328;PALV;Palezieux-Village;Hausperron;1;;134.39;P 20;;nicht vorhanden;konstant;Fertigelement;;Andere;Element prefabrique;Kein;2410097;4016;2410093;35351915;46.557106331, 6.82995941628;46.557079610894235, 6.828222263225383;8504016;http://lod.opentransportdata.swiss/didok/8504016
252;27.808;PAY;Payerne;Hausperron;1;1;219.98;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;10865158;4134;10849629;73053509;46.8190184266, 6.93920465324;46.82052016413956, 6.941081790817177;8504134;http://lod.opentransportdata.swiss/didok/8504134
251;58.397;PAY;Payerne;Mittelperron;2/3;3;220.04;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;10898062;4134;10856065;73657433;46.8190390764, 6.9394727951;46.82052661977174, 6.941373817635019;8504134;http://lod.opentransportdata.swiss/didok/8504134
251;58.43;PAY;Payerne;Mittelperron;4/5;4;178.91;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;10898125;4134;10863087;75520473;46.8192073045, 6.93985561736;46.820426649723125, 6.94138558048693;8504134;http://lod.opentransportdata.swiss/didok/8504134
769;7.426;PFU;Pfungen;Aussenperron;2;2;172.3;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;16269759;6042;16269283;315480685;47.515722881, 8.64863297414;47.515903259497215, 8.646361114635468;8506042;http://lod.opentransportdata.swiss/didok/8506042
672;4.169;PF;Pfaffikon SZ;Mittelperron;2/3;2;55.71;P 25;;nicht vorhanden;konstant;Mauerwerk;;Naturstein;;Kein;1346119;3209;1979463;35315488;47.2032026094, 8.77624796373;47.20315409971206, 8.776978122710993;8503209;http://lod.opentransportdata.swiss/didok/8503209
720;33.298;PF;Pfaffikon SZ;Mittelperron;5/6;5;77.86;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1346134;3209;1979479;35365470;47.2033528305, 8.77630395449;47.20330574098991, 8.7773289607671;8503209;http://lod.opentransportdata.swiss/didok/8503209
753;11.287;PFZ;Pfaffikon ZH;Hausperron;1;1;220.17;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;10150293;3301;10150365;152047481;47.3674157037, 8.78446226458;47.36595071751555, 8.786423496915909;8503301;http://lod.opentransportdata.swiss/didok/8503301
753;11.244;PFZ;Pfaffikon ZH;Aussenperron;2;2;6.0;P 25;;nicht vorhanden;auslaufend;Fertigelement;;Beton;;Gitterrost;10150313;3301;17718778;281049342;47.3677488502, 8.78415240736;47.36770895293122, 8.784205833092246;8503301;http://lod.opentransportdata.swiss/didok/8503301
226;60.107;PON;Pontenet;Hausperron;1;1;84.07;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;10003455;135;10003337;40291034;47.238928069, 7.25400152751;47.23866926124334, 7.255044504566481;8500135;http://lod.opentransportdata.swiss/didok/8500135
240;112.97;POR;Porrentruy;Hausperron;1;1;43.9;P 20;;nicht vorhanden;konstant;Andere;Granite;Naturstein;;Kein;3286505;126;1752270;35363499;47.421729647, 7.08050438955;47.42211241640277, 7.080646948131445;8500126;http://lod.opentransportdata.swiss/didok/8500126
240;112.834;POR;Porrentruy;Hausperron;1;1;150.18;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;3286505;126;3286495;35322562;47.4203697787, 7.07999690687;47.421679485155266, 7.080483789237856;8500126;http://lod.opentransportdata.swiss/didok/8500126
500;8.237;PR;Pratteln;Mittelperron;2/4;2;16.2;P 25;;nicht vorhanden;nicht konstant;Ortsbeton;;Naturstein;;Kein;1501079;21;3830824;35339668;47.5228689178, 7.68947883316;47.52286237390976, 7.689693647320025;8500021;http://lod.opentransportdata.swiss/didok/8500021
150;2.244;PRMA;Prilly-Malley;Mittelperron;2/3;2;220.01;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;10423126;18452;10411901;59904006;46.5262293695, 6.6039039154;46.52709580544446, 6.601326966767457;8518452;http://lod.opentransportdata.swiss/didok/8518452
150;2.244;PRMA;Prilly-Malley;Aussenperron;1;1;219.9;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;10760446;18452;10411512;59903559;46.5261697129, 6.6038606524;46.52703577908169, 6.6012849368127995;8518452;http://lod.opentransportdata.swiss/didok/8518452
250;11.993;PUI;Puidoux;Mittelperron;2/3;2;20.71;P 25;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;1797962;4012;3790218;35312945;46.4925422576, 6.76462012643;46.492693862201314, 6.764776820849991;8504012;http://lod.opentransportdata.swiss/didok/8504012
100;2.409;PU;Pully;Hausperron;1;1;28.91;P 42;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Kein;1733105;1121;1733098;35372693;46.5110754636, 6.65822063685;46.51102375632937, 6.658589701587671;8501121;http://lod.opentransportdata.swiss/didok/8501121
100;2.438;PU;Pully;Hausperron;1;1;160.74;P 55;;nicht vorhanden;konstant;Ortsbeton;;Andere;Element prefabrique - Beton;Kein;1733105;1121;1733109;35353367;46.5110237563, 6.65858970159;46.51061690064585, 6.660597390795598;8501121;http://lod.opentransportdata.swiss/didok/8501121
100;2.425;PU;Pully;Aussenperron;2;2;30.2;P 42;;nicht vorhanden;;Ortsbeton;;;;Kein;1733110;1121;17728013;281348029;46.5111070224, 6.65844825833;46.51105283592957, 6.658832356324229;8501121;http://lod.opentransportdata.swiss/didok/8501121
100;2.603;PU;Pully;Aussenperron;2;2;57.76;P 42;;nicht vorhanden;;Ortsbeton;;;;Kein;1733110;1121;17728026;281348044;46.5106644113, 6.66067906895;46.51048760868177, 6.661384494926767;8501121;http://lod.opentransportdata.swiss/didok/8501121
730;35.908;RW;Rapperswil SG;Mittelperron;2/3;2;222.29;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;1778820;3110;1778817;35327298;47.2248401825, 8.81762553682;47.224388899077205, 8.814781909636368;8503110;http://lod.opentransportdata.swiss/didok/8503110
671;0.18;RW;Rapperswil SG;Mittelperron;2/3;3;8.0;P 35;;nicht vorhanden;auslaufend;Fertigelement;;Beton;;Kein;1778820;3110;15229297;237903597;47.2243492536, 8.81481127431;47.224318848616974, 8.814715531771993;8503110;http://lod.opentransportdata.swiss/didok/8503110
671;0.116;RW;Rapperswil SG;Mittelperron;4/5;5;119.59;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1778832;3110;1778828;35361384;47.2244033217, 8.81562313268;47.224577140255434, 8.81718134671618;8503110;http://lod.opentransportdata.swiss/didok/8503110
671;0.116;RW;Rapperswil SG;Mittelperron;4/5;5;84.93;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1778832;3110;10945161;209655071;47.2244033217, 8.81562313268;47.22416598686093, 8.814559800938875;8503110;http://lod.opentransportdata.swiss/didok/8503110
740;59.356;RW;Rapperswil SG;Mittelperron;6/7;;48.08;P 42;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Beton;1778841;3110;1778840;35345612;47.2244415708, 8.81695432235;47.224360614029514, 8.816331212844013;8503110;http://lod.opentransportdata.swiss/didok/8503110
100;129.955;RAR;Raron;Mittelperron;2/3;3;261.01;P 42;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;Granit;Kein;1797696;1604;1797683;35324390;46.3062717009, 7.79975378241;46.30651934694659, 7.80311905441013;8501604;http://lod.opentransportdata.swiss/didok/8501604
226;57.952;REC;Reconvilier;Zwischenperron;3;3;143.05;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;894458;101;894446;35321743;47.2351541882, 7.22656089675;47.23540836187289, 7.228412594164922;8500101;http://lod.opentransportdata.swiss/didok/8500101
720;50.154;RG;Reichenburg;Mittelperron;3/4;;17.9;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1283976;3223;4465090;66438491;47.1722103331, 8.98505590328;47.17215235199016, 8.985273956395655;8503223;http://lod.opentransportdata.swiss/didok/8503223
500;52.865;REID;Reiden;Hausperron;1;1;161.05;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;15749327;2003;15749442;264660175;47.2425550697, 7.96816164021;47.24119485079588, 7.968893371315636;8502003;http://lod.opentransportdata.swiss/didok/8502003
150;4.753;REN;Renens VD;Mittelperron;4/5;5;420.49;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;2081905;1118;14822589;254269989;46.5386429295, 6.57672762659;46.53638530283891, 6.581123623041197;8501118;http://lod.opentransportdata.swiss/didok/8501118
225;41.952;REU;Reuchenette-Pery;Zwischenperron;3;;196.21;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1752396;4302;1752394;35349401;47.1894803264, 7.24807742808;47.18991031248823, 7.24556662117974;8504302;http://lod.opentransportdata.swiss/didok/8504302
700;71.876;RF;Rheinfelden;Mittelperron;3/4;3;402.02;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1091565;301;1091562;35368459;47.550146086, 7.78927444821;47.5516813623637, 7.794109685520848;8500301;http://lod.opentransportdata.swiss/didok/8500301
700;71.468;RF;Rheinfelden;Mittelperron;3/4;4;408.31;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1091565;301;1091563;35360004;47.5516550093, 7.79421873776;47.55010622617621, 7.78930099369584;8500301;http://lod.opentransportdata.swiss/didok/8500301
700;71.462;RF;Rheinfelden;Mittelperron;3/4;;6.21;P 20;;nicht vorhanden;auslaufend;Fertigelement;;Beton;;Andere;1091565;301;16956734;265479192;47.5516803448, 7.79429219974;47.551655018319124, 7.79421873781789;8500301;http://lod.opentransportdata.swiss/didok/8500301
700;71.529;RF;Rheinfelden;Dienstperron;F2;;69.52;P 30;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1091572;301;1091570;35370876;47.5513039942, 7.79356158519;47.551038377743026, 7.792725559779708;8500301;http://lod.opentransportdata.swiss/didok/8500301
840;33.419;RIK;Rickenbach-Attikon;Mittelperron;2/3;2;233.16;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;298780;6018;3838263;35326428;47.5349643751, 8.78774024601;47.535547336333195, 8.790714719411515;8506018;http://lod.opentransportdata.swiss/didok/8506018
450;72.32;RTW;Riedtwil;Dienstperron;1;;221.66;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;974372;8007;313323;35353399;47.1402338116, 7.69335292324;47.13881637728428, 7.691297883390221;8508007;http://lod.opentransportdata.swiss/didok/8508007
450;72.373;RTW;Riedtwil;Dienstperron;2;;115.41;P 42;;nicht vorhanden;konstant;Fertigelement;;Andere;Sickerbeton;Kein;974373;8007;332850;35359435;47.139977583, 7.69274972565;47.13924026205174, 7.691678845158389;8508007;http://lod.opentransportdata.swiss/didok/8508007
754;11.314;RN;Rikon;Hausperron;1;1;151.05;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;1839920;6005;4540073;132836202;47.4451361379, 8.79589256363;47.44440402596568, 8.79757950378527;8506005;http://lod.opentransportdata.swiss/didok/8506005
100;13.474;RIV;Rivaz;Hausperron;1;1;170.0;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;11389309;1126;11388751;130630118;46.474026239, 6.78360842385;46.474345061479745, 6.78577320344161;8501126;http://lod.opentransportdata.swiss/didok/8501126
600;165.146;RIB;Rivera-Bironico;Mittelperron;3/4;3;222.44;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;944912;5216;15303622;295580582;46.1245488367, 8.92494412702;46.12273366559675, 8.926153564788823;8505216;http://lod.opentransportdata.swiss/didok/8505216
824;82.152;RH;Romanshorn;Mittelperron;4/5;5;45.06;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1256468;6121;2953738;35337234;47.5655195704, 9.37966197955;47.56592426425385, 9.379631424616786;8506121;http://lod.opentransportdata.swiss/didok/8506121
250;40.043;ROM;Romont FR;Mittelperron;2/3;2;317.87;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;4274779;4023;4274772;35373997;46.6926906963, 6.91016695431;46.694628127887775, 6.913210164434957;8504023;http://lod.opentransportdata.swiss/didok/8504023
250;40.362;ROM;Romont FR;Mittelperron;2/3;;30.2;P 25;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;4274779;4023;4274774;35333667;46.6946281279, 6.91321016443;46.69485025134047, 6.913430673755735;8504023;http://lod.opentransportdata.swiss/didok/8504023
880;64.915;RS;Rorschach;Hausperron;1;1;68.71;P 20;;nicht vorhanden;nicht konstant;Ortsbeton;;Naturstein;;Kein;1253759;6311;1253756;35313066;47.4781108908, 9.50680985483;47.477992860437304, 9.505916803106254;8506311;http://lod.opentransportdata.swiss/didok/8506311
880;65.105;RS;Rorschach;Mittelperron;4/5;4;75.9;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1253776;6311;16953466;274914330;47.4776784967, 9.50446873047;47.47759356978382, 9.503469656642999;8506311;http://lod.opentransportdata.swiss/didok/8506311
880;66.149;RSST;Rorschach Stadt;Aussenperron;1;1;171.5;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;12216131;6322;12216124;267236494;47.4756246695, 9.49100586122;47.47549701418796, 9.48874230440211;8506322;http://lod.opentransportdata.swiss/didok/8506322
500;84.551;RBG;Rothenburg Station;Hausperron;1;1;161.36;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1463690;2020;15246795;305903772;47.0892000503, 8.24762858647;47.08825372259666, 8.249239937397135;8502020;http://lod.opentransportdata.swiss/didok/8502020
450;46.23;RTR;Rothrist;Hausperron;1;1;213.61;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;2833617;8103;2833615;35343684;47.3064092963, 7.87901863712;47.30559365403626, 7.8764620001072485;8508103;http://lod.opentransportdata.swiss/didok/8508103
660;49.065;RK;Rotkreuz;Hausperron;1;1;150.07;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;974458;2202;3246977;35332365;47.1416124486, 8.42966249705;47.142025922859844, 8.43154576688777;8502202;http://lod.opentransportdata.swiss/didok/8502202
660;49.089;RK;Rotkreuz;Mittelperron;2/3;3;319.3;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;974459;2202;3246987;35374461;47.1416854884, 8.42929227182;47.142563171737294, 8.433300104173028;8502202;http://lod.opentransportdata.swiss/didok/8502202
653;99.465;RK;Rotkreuz;Mittelperron;5/6;6;180.14;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;974460;2202;3246991;35368070;47.1423829882, 8.43165351071;47.14188372632809, 8.429394239608044;8502202;http://lod.opentransportdata.swiss/didok/8502202
650;35.681;RU;Rupperswil;Hausperron;1;;113.99;P 42;inkl. Hilfstritt 13 cm;vorhanden;konstant;Mauerwerk;;Naturstein;Hilfstritt Stahl;Kein;974423;2114;3499545;35326104;47.403205494, 8.12638063024;47.40349100866519, 8.127830693974152;8502114;http://lod.opentransportdata.swiss/didok/8502114
641;43.451;RU;Rupperswil;Aussenperron;4;4;251.24;P 25;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;974425;2114;674388;35356469;47.403579244, 8.12740061625;47.40288774875341, 8.12423208439953;8502114;http://lod.opentransportdata.swiss/didok/8502114
